id,biofloc,temp,timing,light,day,date,rep,shrimp,length,length.px,width,width.px,LW.ratio,mag,camera
742,Low,27 C,Day 1,Low,1,190703,1,1,400.0828571,1400.29,210.2857143,736,1.902567935,10x,2003
238,High,24 C,Day 2,High,1,190703,1,1,427.3942857,1495.88,204.8257143,716.89,2.086624168,10x,2003
637,Low,24 C,Day 2,Low,4,190706,1,1,436.8457143,1528.96,237.6142857,831.65,1.838465701,10x,2003
460,High,27 C,Day 2,Low,3,190705,1,1,438.1971429,1533.69,168.8142857,590.85,2.595734958,10x,2003
422,High,27 C,Day 2,High,1,190704,2,2,447.0914286,1564.82,214.76,751.66,2.081818907,10x,2003
778,Low,27 C,Day 2,High,2,190705,1,1,451.0371429,1578.63,176.5,617.75,2.555451234,10x,2003
808,Low,27 C,Day 2,Low,2,190704,2,1,451.9914286,1581.97,226.46,792.61,1.995899623,10x,2003
239,High,24 C,Day 2,High,1,190703,1,2,460.1342857,1610.47,252.24,882.84,1.824192379,10x,2003
184,High,24 C,Day 1,High,2,190704,1,1,460.4,1611.4,187.18,655.13,2.459664494,10x,2003
772,Low,27 C,Day 2,High,1,190704,1,1,461.9942857,1616.98,199.6028571,698.61,2.314567498,10x,2003
546,Low,24 C,Day 1,High,2,190704,1,3,466.7085714,1633.48,161.8514286,566.48,2.883561644,10x,2003
583,Low,24 C,Day 1,Low,4,190706,1,1,478.9257143,1676.24,204.4,715.4,2.343080794,10x,2003
242,High,24 C,Day 2,High,1,190703,2,2,479.3914286,1677.87,235.9,825.65,2.032180706,10x,2003
12,Control,24 C,Control,High,2,190704,2,3,482.3685714,1688.29,215.52,754.32,2.238161523,10x,2003
715,Low,27 C,Day 1,High,1,190704,2,1,486.5742857,1703.01,243.1971429,851.19,2.00074014,10x,2003
657,Low,27 C,Day 0,High,1,190704,3,3,497.6771429,1741.87,212.6257143,744.19,2.340625378,10x,2003
85,Control,27 C,Control,High,5,190708,2,1,499.6428571,1748.75,207.5714286,726.5,2.407088782,10x,2003
478,Low,24 C,Day 0,High,1,190703,1,1,505.6142857,1769.65,215.3771429,753.82,2.347576344,10x,2003
269,High,24 C,Day 2,Low,1,190703,1,2,507.9457143,1777.81,200.4171429,701.46,2.534442449,10x,2003
241,High,24 C,Day 2,High,1,190703,2,1,510,1785,230.7485714,807.62,2.210197865,10x,2003
243,High,24 C,Day 2,High,1,190703,2,3,510.0314286,1785.11,242.1428571,847.5,2.106324484,10x,2003
244,High,24 C,Day 2,High,2,190704,1,1,516.4428571,1807.55,178.44,624.54,2.894210139,10x,2003
240,High,24 C,Day 2,High,1,190703,1,3,518.2485714,1813.87,197.3142857,690.6,2.626513177,10x,2003
186,High,24 C,Day 1,High,2,190704,1,3,524.0228571,1834.08,256.4485714,897.57,2.043383803,10x,2003
718,Low,27 C,Day 1,High,2,190705,1,1,525.1171429,1837.91,172.58,604.03,3.042746221,10x,2003
283,High,24 C,Day 2,Low,3,190705,2,1,527.4314286,1846.01,224.4257143,785.49,2.35013813,10x,2003
403,High,27 C,Day 1,Low,3,190705,2,1,527.66,1846.81,224.4257143,785.49,2.351156603,10x,2003
655,Low,27 C,Day 0,High,1,190704,3,1,528.7285714,1850.55,190.0228571,665.08,2.782447224,10x,2003
268,High,24 C,Day 2,Low,1,190703,1,1,530.6228571,1857.18,182.8571429,640,2.90184375,10x,2003
270,High,24 C,Day 2,Low,1,190703,1,3,534.9371429,1872.28,192.8771429,675.07,2.77346053,10x,2003
364,High,27 C,Day 1,High,2,190705,1,1,538.7542857,1885.64,160.9457143,563.31,3.347428592,10x,2003
120,High,24 C,Day 0,High,1,190703,1,3,543.7371429,1903.08,238.6085714,835.13,2.278782944,10x,2003
247,High,24 C,Day 2,High,2,190704,1,1,545.0114286,1907.54,206.8285714,723.9,2.635087719,10x,2003
656,Low,27 C,Day 0,High,1,190704,3,2,548.8457143,1920.96,210.46,736.61,2.607838612,10x,2003
7,Control,24 C,Control,High,2,190704,1,1,549.3914286,1922.87,199.5771429,698.52,2.752777301,10x,2003
650,Low,27 C,Day 0,High,1,190704,1,2,553.1828571,1936.14,270.9314286,948.26,2.04178179,10x,2003
275,High,24 C,Day 2,Low,2,190704,1,2,553.9171429,1938.71,206.4371429,722.53,2.683224226,10x,2003
123,High,24 C,Day 0,High,1,190703,2,3,555.5285714,1944.35,213.68,747.88,2.599815478,10x,2003
119,High,24 C,Day 0,High,1,190703,1,2,556.4085714,1947.43,200.6114286,702.14,2.773563677,10x,2003
479,Low,24 C,Day 0,High,1,190703,1,2,558.8342857,1955.92,227.1742857,795.11,2.459936361,10x,2003
185,High,24 C,Day 1,High,2,190704,1,2,558.88,1956.08,227.1428571,795,2.460477987,10x,2003
154,High,24 C,Day 0,Low,2,190704,1,1,564.5057143,1975.77,215.7342857,755.07,2.616671302,10x,2003
10,Control,24 C,Control,High,2,190704,2,1,566.4971429,1982.74,271.1514286,949.03,2.089227949,10x,2003
547,Low,24 C,Day 1,High,2,190704,2,1,566.7028571,1983.46,216.2114286,756.74,2.621058752,10x,2003
118,High,24 C,Day 0,High,1,190703,1,1,567.2085714,1985.23,235.3685714,823.79,2.409873876,10x,2003
421,High,27 C,Day 2,High,1,190704,2,1,568.76,1990.66,245.5971429,859.59,2.315824986,10x,2003
649,Low,27 C,Day 0,High,1,190704,1,1,571.2942857,1999.53,227.7,796.95,2.508977979,10x,2003
427,High,27 C,Day 2,High,1,190704,2,1,572.3657143,2003.28,224.5085714,785.78,2.549415867,10x,2003
549,Low,24 C,Day 1,High,2,190704,2,3,572.3657143,2003.28,224.5085714,785.78,2.549415867,10x,2003
651,Low,27 C,Day 0,High,1,190704,1,3,575.0342857,2012.62,233.54,817.39,2.462251801,10x,2003
539,Low,24 C,Day 1,High,1,190703,1,2,580.7114286,2032.49,207.3828571,725.84,2.800190125,10x,2003
517,Low,24 C,Day 0,Low,2,190704,1,1,580.7285714,2032.55,203.58,712.53,2.852581646,10x,2003
301,High,27 C,Day 0,High,1,190704,2,1,581.12,2033.92,277.4971429,971.24,2.094147687,10x,2003
486,Low,24 C,Day 0,High,2,190704,1,3,582.2028571,2037.71,244.7542857,856.64,2.378723851,10x,2003
538,Low,24 C,Day 1,High,1,190703,1,1,583.1114286,2040.89,208.4085714,729.43,2.797924407,10x,2003
121,High,24 C,Day 0,High,1,190703,2,1,585.2085714,2048.23,186.4057143,652.42,3.13943472,10x,2003
40,Control,24 C,Control,Low,2,190704,2,1,585.8885714,2050.61,253.7914286,888.27,2.308543573,10x,2003
482,Low,24 C,Day 0,High,1,190703,2,2,587.94,2057.79,213.5142857,747.3,2.753633079,10x,2003
519,Low,24 C,Day 0,Low,2,190704,1,3,588.3942857,2059.38,262.6171429,919.16,2.240502198,10x,2003
122,High,24 C,Day 0,High,1,190703,2,2,589.3771429,2062.82,207.9685714,727.89,2.833972166,10x,2003
518,Low,24 C,Day 0,Low,2,190704,1,2,590.9942857,2068.48,163.9114286,573.69,3.605570953,10x,2003
9,Control,24 C,Control,High,2,190704,1,3,591.0485714,2068.67,287.1742857,1005.11,2.058152839,10x,2003
298,High,27 C,Day 0,High,1,190704,1,1,599.1657143,2097.08,261.6771429,915.87,2.289713606,10x,2003
481,Low,24 C,Day 0,High,1,190703,2,1,600.1514286,2100.53,233.8857143,818.6,2.566002932,10x,2003
480,Low,24 C,Day 0,High,1,190703,1,3,601.0828571,2103.79,249.3171429,872.61,2.410916675,10x,2003
300,High,27 C,Day 0,High,1,190704,1,3,603.7714286,2113.2,172.0571429,602.2,3.509133178,10x,2003
483,Low,24 C,Day 0,High,1,190703,2,3,606.4828571,2122.69,264.1342857,924.47,2.296115612,10x,2003
299,High,27 C,Day 0,High,1,190704,1,2,610.9514286,2138.33,282.2428571,987.85,2.164630258,10x,2003
545,Low,24 C,Day 1,High,2,190704,1,2,616.8257143,2158.89,229.5057143,803.27,2.687626825,10x,2003
8,Control,24 C,Control,High,2,190704,1,2,620.0057143,2170.02,235.2257143,823.29,2.635790548,10x,2003
628,Low,24 C,Day 2,Low,2,190704,2,1,620.0142857,2170.05,254.3485714,890.22,2.43765586,10x,2003
11,Control,24 C,Control,High,2,190704,2,2,633.9657143,2218.88,286.1171429,1001.41,2.215755784,10x,2003
719,Low,27 C,Day 1,High,2,190705,1,2,647.3628571,2265.77,151.7085714,530.98,4.267147539,10x,2003
598,Low,24 C,Day 2,High,1,190704,2,1,658.66,2305.31,223.6285714,782.7,2.945330267,10x,2003
664,Low,27 C,Day 0,High,3,190706,1,1,659.6571429,2308.8,155.7857143,545.25,4.234387895,10x,2003
274,High,24 C,Day 2,Low,2,190704,1,1,669.7914286,2344.27,257.1771429,900.12,2.604397191,10x,2003
306,High,27 C,Day 0,High,2,190705,1,3,671.6,2350.6,168.76,590.66,3.979616023,10x,2003
42,Control,24 C,Control,Low,2,190704,2,3,672.8628571,2355.02,266.2657143,931.93,2.527035292,10x,2003
571,Low,24 C,Day 1,Low,2,190704,1,1,674.9314286,2362.26,191.7685714,671.19,3.519510124,10x,2003
249,High,24 C,Day 2,High,2,190704,1,3,680.7257143,2382.54,221.7228571,776.03,3.070164813,10x,2003
629,Low,24 C,Day 2,Low,2,190704,2,2,686.3228571,2402.13,179.62,628.67,3.820971257,10x,2003
658,Low,27 C,Day 0,High,2,190705,1,1,694.28,2429.98,182.4028571,638.41,3.806300027,10x,2003
572,Low,24 C,Day 1,Low,2,190704,1,2,697.1428571,2440,281.52,985.32,2.47635286,10x,2003
399,High,27 C,Day 1,Low,2,190704,2,3,698.3714286,2444.3,205.7942857,720.28,3.393541401,10x,2003
573,Low,24 C,Day 1,Low,2,190704,1,3,700.0371429,2450.13,216.64,758.24,3.231338363,10x,2003
544,Low,24 C,Day 1,High,2,190704,1,1,703.6428571,2462.75,244.8571429,857,2.873687281,10x,2003
580,Low,24 C,Day 1,Low,3,190705,1,1,704.2542857,2464.89,218.4657143,764.63,3.223637576,10x,2003
156,High,24 C,Day 0,Low,2,190704,1,3,707.4257143,2475.99,176.2257143,616.79,4.014316056,10x,2003
188,High,24 C,Day 1,High,2,190704,2,2,718.3371429,2514.18,286.2742857,1001.96,2.509261847,10x,2003
548,Low,24 C,Day 1,High,2,190704,2,2,722.1085714,2527.38,219.8342857,769.42,3.284785943,10x,2003
217,High,24 C,Day 1,Low,2,190704,2,1,722.9142857,2530.2,175.4285714,614,4.120846906,10x,2003
630,Low,24 C,Day 2,Low,2,190704,2,3,735.4457143,2574.06,272.3514286,953.23,2.700355633,10x,2003
187,High,24 C,Day 1,High,2,190704,2,1,737.8085714,2582.33,268.7314286,940.56,2.745523943,10x,2003
47,Control,24 C,Control,Low,3,190705,2,2,746.5885714,2613.06,263.0257143,920.59,2.83846229,10x,2003
124,High,24 C,Day 0,High,2,190704,1,1,748.2285714,2618.8,199.2485714,697.37,3.755251875,10x,2003
661,Low,27 C,Day 0,High,2,190705,2,1,755.2514286,2643.38,180.6457143,632.26,4.180843324,10x,2003
248,High,24 C,Day 2,High,2,190704,1,2,755.5857143,2644.55,240.2714286,840.95,3.144717284,10x,2003
659,Low,27 C,Day 0,High,2,190705,1,2,756.7114286,2648.49,266.0685714,931.24,2.844046647,10x,2003
575,Low,24 C,Day 1,Low,2,190704,2,2,763.2428571,2671.35,250.5857143,877.05,3.045835471,10x,2003
189,High,24 C,Day 1,High,2,190704,2,3,767.6314286,2686.71,224.1771429,784.62,3.424218093,10x,2003
37,Control,24 C,Control,Low,2,190704,1,1,770.78,2697.73,249.1828571,872.14,3.093230445,10x,2003
397,High,27 C,Day 1,Low,2,190704,2,1,771.4771429,2700.17,208.7485714,730.62,3.695724179,10x,2003
155,High,24 C,Day 0,Low,2,190704,1,2,772.3085714,2703.08,250.9171429,878.21,3.077942633,10x,2003
485,Low,24 C,Day 0,High,2,190704,1,2,774.3228571,2710.13,261.5657143,915.48,2.960337746,10x,2003
805,Low,27 C,Day 2,Low,2,190704,1,1,776.96,2719.36,240.6657143,842.33,3.228378427,10x,2003
428,High,27 C,Day 2,High,1,190704,2,2,777.4685714,2721.14,284.06,994.21,2.736987156,10x,2003
41,Control,24 C,Control,Low,2,190704,2,2,778.8342857,2725.92,264.7171429,926.51,2.9421377,10x,2003
484,Low,24 C,Day 0,High,2,190704,1,1,779.2514286,2727.38,298.2942857,1044.03,2.612357882,10x,2003
311,High,27 C,Day 0,High,3,190706,1,2,779.82,2729.37,206.4342857,722.52,3.777570171,10x,2003
276,High,24 C,Day 2,Low,2,190704,1,3,780.6057143,2732.12,238.7028571,835.46,3.270198454,10x,2003
806,Low,27 C,Day 2,Low,2,190704,1,2,786.9685714,2754.39,251.7685714,881.19,3.125761754,10x,2003
574,Low,24 C,Day 1,Low,2,190704,2,1,791.4885714,2770.21,305.8771429,1070.57,2.587602866,10x,2003
193,High,24 C,Day 1,High,3,190705,2,1,797.6571429,2791.8,194.1028571,679.36,4.109455959,10x,2003
39,Control,24 C,Control,Low,2,190704,1,3,803.9742857,2813.91,190.1342857,665.47,4.228455077,10x,2003
195,High,24 C,Day 1,High,3,190705,2,3,805.5371429,2819.38,207.86,727.51,3.875383156,10x,2003
129,High,24 C,Day 0,High,2,190704,2,3,806.5542857,2822.94,194.9628571,682.37,4.136963817,10x,2003
531,Low,24 C,Day 0,Low,4,190706,2,3,813.3714286,2846.8,188.4085714,659.43,4.317061705,10x,2003
133,High,24 C,Day 0,High,3,190705,1,1,814.2885714,2850.01,127.3428571,445.7,6.394458156,10x,2003
500,Low,24 C,Day 0,High,4,190706,2,2,818.3914286,2864.37,237.56,831.46,3.444988334,10x,2003
576,Low,24 C,Day 1,Low,2,190704,2,3,824.2857143,2885,397.4,1390.9,2.074196563,10x,2003
16,Control,24 C,Control,High,3,190705,2,1,827.6371429,2896.73,195.8257143,685.39,4.22639665,10x,2003
490,Low,24 C,Day 0,High,3,190705,1,1,831.24,2909.34,210.3457143,736.21,3.951780063,10x,2003
38,Control,24 C,Control,Low,2,190704,1,2,840.5885714,2942.06,240.82,842.87,3.490526416,10x,2003
555,Low,24 C,Day 1,High,3,190705,1,3,846.7571429,2963.65,230.9628571,808.37,3.666204832,10x,2003
398,High,27 C,Day 1,Low,2,190704,2,2,863.4828571,3022.19,243.4657143,852.13,3.546630209,10x,2003
394,High,27 C,Day 1,Low,2,190704,1,1,864.6,3026.1,268.6314286,940.21,3.218536284,10x,2003
521,Low,24 C,Day 0,Low,3,190705,1,2,890.6542857,3117.29,264,924,3.373690476,10x,2003
554,Low,24 C,Day 1,High,3,190705,1,2,895.1,3132.85,209.5342857,733.37,4.271854589,10x,2003
489,Low,24 C,Day 0,High,2,190704,2,3,898.7628571,3145.67,294.1657143,1029.58,3.055294392,10x,2003
529,Low,24 C,Day 0,Low,4,190706,2,1,907.3057143,3175.57,178.5942857,625.08,5.080261726,10x,2003
599,Low,24 C,Day 2,High,1,190704,2,2,907.5714286,3176.5,274.0228571,959.08,3.312028194,10x,2003
581,Low,24 C,Day 1,Low,3,190705,1,2,915.1514286,3203.03,193.5485714,677.42,4.728277878,10x,2003
395,High,27 C,Day 1,Low,2,190704,1,2,916.4714286,3207.65,261.6314286,915.71,3.50291031,10x,2003
103,Control,27 C,Control,Low,3,190705,2,1,926.3085714,3242.08,326.8542857,1143.99,2.834010787,10x,2003
488,Low,24 C,Day 0,High,2,190704,2,2,932.8485714,3264.97,262.9257143,920.24,3.547954881,10x,2003
285,High,24 C,Day 2,Low,3,190705,2,3,934.1342857,3269.47,225.6085714,789.63,4.140508846,10x,2003
127,High,24 C,Day 0,High,2,190704,2,1,938.9714286,3286.4,274.32,960.12,3.42290547,10x,2003
530,Low,24 C,Day 0,Low,4,190706,2,2,939.2342857,3287.32,207.9171429,727.71,4.517348944,10x,2003
52,Control,24 C,Control,Low,4,190706,2,1,950.28,3325.98,274.66,961.31,3.459841258,10x,2003
520,Low,24 C,Day 0,Low,3,190705,1,1,951.6828571,3330.89,221.7228571,776.03,4.292218084,10x,2003
522,Low,24 C,Day 0,Low,3,190705,1,3,954.1314286,3339.46,238.36,834.26,4.002900774,10x,2003
400,High,27 C,Day 1,Low,3,190705,1,1,955.4771429,3344.17,211.9628571,741.87,4.507757424,10x,2003
46,Control,24 C,Control,Low,3,190705,2,1,955.9371429,3345.78,231.04,808.64,4.137539573,10x,2003
128,High,24 C,Day 0,High,2,190704,2,2,959.7142857,3359,246.0514286,861.18,3.900462157,10x,2003
202,High,24 C,Day 1,High,5,190707,1,1,964.4114286,3375.44,299.0142857,1046.55,3.225302183,10x,2003
194,High,24 C,Day 1,High,3,190705,2,2,966.48,3382.68,186.3914286,652.37,5.185216978,10x,2003
410,High,27 C,Day 1,Low,4,190706,2,2,969.4685714,3393.14,328.4771429,1149.67,2.951403446,10x,2003
501,Low,24 C,Day 0,High,4,190706,2,3,970.54,3396.89,194.3714286,680.3,4.993223578,10x,2003
17,Control,24 C,Control,High,3,190705,2,2,971.0085714,3398.53,238.38,834.33,4.073364256,10x,2003
532,Low,24 C,Day 0,Low,5,190707,1,1,971.2228571,3399.28,220.3,771.05,4.408637572,10x,2003
304,High,27 C,Day 0,High,2,190705,1,1,974.3285714,3410.15,241.8628571,846.52,4.028434059,10x,2003
284,High,24 C,Day 2,Low,3,190705,2,2,974.5342857,3410.87,269.5085714,943.28,3.615967687,10x,2003
487,Low,24 C,Day 0,High,2,190704,2,1,982.6171429,3439.16,318.8742857,1116.06,3.081518915,10x,2003
253,High,24 C,Day 2,High,3,190705,1,1,987.1371429,3454.98,256.0828571,896.29,3.854756831,10x,2003
305,High,27 C,Day 0,High,2,190705,1,2,990.26,3465.91,250.2857143,876,3.956518265,10x,2003
255,High,24 C,Day 2,High,3,190705,1,3,995.1114286,3482.89,195.72,685.02,5.0843625,10x,2003
553,Low,24 C,Day 1,High,3,190705,1,1,997.5,3491.25,245.4285714,859,4.064318976,10x,2003
492,Low,24 C,Day 0,High,3,190705,1,3,997.86,3492.51,231.9257143,811.74,4.302498337,10x,2003
495,Low,24 C,Day 0,High,3,190705,1,3,999.7228571,3499.03,226.3914286,792.37,4.415904186,10x,2003
493,Low,24 C,Day 0,High,3,190705,1,1,1002.074286,3507.26,213.7142857,748,4.688850267,10x,2003
604,Low,24 C,Day 2,High,2,190705,1,1,1004.337143,3515.18,239.0542857,836.69,4.201293191,10x,2003
499,Low,24 C,Day 0,High,4,190706,2,1,1022.182857,3577.64,207.8628571,727.52,4.917583022,10x,2003
401,High,27 C,Day 1,Low,3,190705,1,2,1028.494286,3599.73,296.8314286,1038.91,3.464910339,10x,2003
310,High,27 C,Day 0,High,3,190706,1,1,1029.491429,3603.22,287.9085714,1007.68,3.575758177,10x,2003
137,High,24 C,Day 0,High,4,190706,1,2,1032.125714,3612.44,257.2514286,900.38,4.012128213,10x,2003
498,Low,24 C,Day 0,High,4,190706,1,3,1042.994286,3650.48,208.68,730.38,4.998055807,10x,2003
497,Low,24 C,Day 0,High,4,190706,1,2,1046.534286,3662.87,225.1571429,788.05,4.648017258,10x,2003
409,High,27 C,Day 1,Low,4,190706,2,1,1048.188571,3668.66,312.34,1093.19,3.35592166,10x,2003
139,High,24 C,Day 0,High,4,190706,2,1,1050.045714,3675.16,204.6171429,716.16,5.131758266,10x,2003
135,High,24 C,Day 0,High,3,190705,1,3,1052.291429,3683.02,222.88,780.08,4.721336273,10x,2003
140,High,24 C,Day 0,High,4,190706,2,2,1053.125714,3685.94,156.2657143,546.93,6.739326788,10x,2003
312,High,27 C,Day 0,High,3,190706,1,3,1053.668571,3687.84,331.7371429,1161.08,3.176215248,10x,2003
254,High,24 C,Day 2,High,3,190705,1,2,1057.054286,3699.69,204.5371429,715.88,5.168030955,10x,2003
325,High,27 C,Day 0,High,5,190708,2,1,1078.86,3776.01,268.6742857,940.36,4.015494066,10x,2003
496,Low,24 C,Day 0,High,4,190706,1,1,1087.405714,3805.92,281.7485714,986.12,3.859489717,10x,2003
203,High,24 C,Day 1,High,5,190707,1,2,1089.411429,3812.94,266.1914286,931.67,4.092586431,10x,2003
491,Low,24 C,Day 0,High,3,190705,1,2,1092.894286,3825.13,293.2485714,1026.37,3.726852889,10x,2003
411,High,27 C,Day 1,Low,4,190706,2,3,1105.84,3870.44,269.8571429,944.5,4.09787189,10x,2003
126,High,24 C,Day 0,High,2,190704,1,3,1107.011429,3874.54,261.6314286,915.71,4.231186729,10x,2003
125,High,24 C,Day 0,High,2,190704,1,2,1141.654286,3995.79,273.8685714,958.54,4.168621028,10x,2003
134,High,24 C,Day 0,High,3,190705,1,2,1149.34,4022.69,263.2714286,921.45,4.365608552,10x,2003
402,High,27 C,Day 1,Low,3,190705,1,3,1194.268571,4179.94,333.7857143,1168.25,3.577949925,10x,2003
316,High,27 C,Day 0,High,4,190707,1,1,1226.237143,4291.83,305.6228571,1069.68,4.012256002,10x,2003
319,High,27 C,Day 0,High,4,190707,2,1,1285.042857,4497.65,287.4914286,1006.22,4.469847548,10x,2003
412,High,27 C,Day 1,Low,5,190707,1,1,1295.294286,4533.53,295.3771429,1033.82,4.385221799,10x,2003
136,High,24 C,Day 0,High,4,190706,1,1,1339.794286,4689.28,289.62,1013.67,4.626042006,10x,2003
494,Low,24 C,Day 0,High,3,190705,1,2,1275.785714,4465.25,312.2628571,1092.92,6.830554844,10x,2003
1,Control,24 C,Control,High,1,190703,1,,,,,,,10x,2003
2,Control,24 C,Control,High,1,190703,1,,,,,,,10x,2003
3,Control,24 C,Control,High,1,190703,1,,,,,,,10x,2003
4,Control,24 C,Control,High,1,190703,2,,,,,,,10x,2003
5,Control,24 C,Control,High,1,190703,2,,,,,,,10x,2003
6,Control,24 C,Control,High,1,190703,2,,,,,,,10x,2003
13,Control,24 C,Control,High,3,190705,1,,,,,,,10x,2003
14,Control,24 C,Control,High,3,190705,1,,,,,,,10x,2003
15,Control,24 C,Control,High,3,190705,1,,,,,,,10x,2003
18,Control,24 C,Control,High,3,190705,2,,,,,,,10x,2003
19,Control,24 C,Control,High,4,190706,1,,,,,,,10x,2003
20,Control,24 C,Control,High,4,190706,1,,,,,,,10x,2003
21,Control,24 C,Control,High,4,190706,1,,,,,,,10x,2003
22,Control,24 C,Control,High,4,190706,2,,,,,,,10x,2003
23,Control,24 C,Control,High,4,190706,2,,,,,,,10x,2003
24,Control,24 C,Control,High,4,190706,2,,,,,,,10x,2003
25,Control,24 C,Control,High,5,190707,1,,,,,,,10x,2003
26,Control,24 C,Control,High,5,190707,1,,,,,,,10x,2003
27,Control,24 C,Control,High,5,190707,1,,,,,,,10x,2003
28,Control,24 C,Control,High,5,190707,2,,,,,,,10x,2003
29,Control,24 C,Control,High,5,190707,2,,,,,,,10x,2003
30,Control,24 C,Control,High,5,190707,2,,,,,,,10x,2003
31,Control,24 C,Control,Low,1,190703,1,,,,,,,10x,2003
32,Control,24 C,Control,Low,1,190703,1,,,,,,,10x,2003
33,Control,24 C,Control,Low,1,190703,1,,,,,,,10x,2003
34,Control,24 C,Control,Low,1,190703,2,,,,,,,10x,2003
35,Control,24 C,Control,Low,1,190703,2,,,,,,,10x,2003
36,Control,24 C,Control,Low,1,190703,2,,,,,,,10x,2003
43,Control,24 C,Control,Low,3,190705,1,,,,,,,10x,2003
44,Control,24 C,Control,Low,3,190705,1,,,,,,,10x,2003
45,Control,24 C,Control,Low,3,190705,1,,,,,,,10x,2003
48,Control,24 C,Control,Low,3,190705,2,,,,,,,10x,2003
49,Control,24 C,Control,Low,4,190706,1,,,,,,,10x,2003
50,Control,24 C,Control,Low,4,190706,1,,,,,,,10x,2003
51,Control,24 C,Control,Low,4,190706,1,,,,,,,10x,2003
53,Control,24 C,Control,Low,4,190706,2,,,,,,,10x,2003
54,Control,24 C,Control,Low,4,190706,2,,,,,,,10x,2003
55,Control,24 C,Control,Low,5,190707,1,,,,,,,10x,2003
56,Control,24 C,Control,Low,5,190707,1,,,,,,,10x,2003
57,Control,24 C,Control,Low,5,190707,1,,,,,,,10x,2003
58,Control,24 C,Control,Low,5,190707,2,,,,,,,10x,2003
59,Control,24 C,Control,Low,5,190707,2,,,,,,,10x,2003
60,Control,24 C,Control,Low,5,190707,2,,,,,,,10x,2003
61,Control,27 C,Control,High,1,190704,1,,,,,,,10x,2003
62,Control,27 C,Control,High,1,190704,1,,,,,,,10x,2003
63,Control,27 C,Control,High,1,190704,1,,,,,,,10x,2003
64,Control,27 C,Control,High,2,190705,1,,,,,,,10x,2003
65,Control,27 C,Control,High,2,190705,1,,,,,,,10x,2003
